subject_name,word,share,predicted_share,predicted_change,slope_3yr,specificity
Algebraic geometry,stack,0.0068846815834767644,0.005535607776836403,-0.0013137072916567473,7.155427488444913e-05,1.6232751903255618
Algebraic geometry,toric_variety,0.0017211703958691911,0.00493563198304103,0.00036942193737892967,-0.0002630103076833813,0.7335955187048212
Algebraic geometry,fano,0.0051635111876075735,0.0033728503502301332,0.001125659338994178,0.00012475313680132964,2.0682090527340744
Algebraic geometry,hodge,0.0034423407917383822,0.003363063831385177,-0.001203146214276923,0.000597574890251214,0.8669765221056979
Algebraic geometry,pezzo_surface,0.0034423407917383822,0.003212888876166782,-0.0013533211694953182,-0.0007119196284617093,2.434912785488343
Algebraic topology,topological,0.011320754716981131,0.020714226978475452,-0.007857201592953118,-0.001802309208673614,0.25769770724547253
Algebraic topology,homology,0.01509433962264151,0.016435587038919397,0.0021498727532051117,-0.007378203323007604,0.8466595790635892
Algebraic topology,equivariant,0.011320754716981131,0.012980073915897627,-0.006920423596540184,0.0030830577708617028,1.0478286939237396
Approximations and expansions,approximation,0.04964539007092199,0.06134260870453401,0.0009977811183271082,-0.008265540258656648,0.7631712756732839
Approximations and expansions,operator,0.014184397163120567,0.020604725538422002,0.003363346228077175,-0.011290154359616188,0.16338020747838175
Approximations and expansions,spline,0.0070921985815602835,0.016321580847635787,0.0016156984946946104,-0.0035967578520769983,0.8341969876949948
Approximations and expansions,hermite,0.0070921985815602835,0.008345291867032544,-0.0002753977881398695,-0.0037002775208140617,3.6585496460337628
Associative rings and algebras,algebra,0.06691449814126393,0.059421077328229405,-0.014349414475049282,0.015164566143802698,0.6501823988472716
Associative rings and algebras,hopf_algebra,0.022304832713754646,0.01431603084452971,-0.0019441317570963075,0.009103236029008468,5.732524203577089
Associative rings and algebras,quiver,0.011152416356877323,0.009002046766331671,0.0008053254548562611,-0.0005213527971710957,3.1552969355823475
Associative rings and algebras,grade,0.0037174721189591076,0.008355402404928335,0.000158681093452925,-0.008303865566536707,0.32092336353358913
Associative rings and algebras,hereditary,0.0037174721189591076,0.005207377103168527,0.0011090164474308216,-0.0006165114652729211,1.6046168176679456
Astronomy and astrophysics,cosmic,0.009230769230769232,0.00793122185584555,-0.0002431650651353763,-0.0006202174788562231,1.2688837824225636
Astronomy and astrophysics,stellar,0.006153846153846154,0.006462620578509063,-0.004436561982798838,0.00045912202980265813,0.7575425566701872
Astronomy and astrophysics,dwarf,0.003076923076923077,0.005558426782873735,0.002833631142546759,-0.0010793395086588805,1.2903902872093866
Astronomy and astrophysics,halo,0.006153846153846154,0.004974843330211288,0.0022500476898843122,-0.0021586790173177607,3.3836900864601693
Astronomy and astrophysics,massive_star,0.003076923076923077,0.004352344532340426,-0.0013294736494777557,-0.00039204039204039144,2.175229341295823
Biology and other natural sciences,biochemical,0.0008271298593879239,0.002738585138739884,-0.0008075141520402576,-0.001409589126823813,0.3205507665882053
Biology and other natural sciences,receptor,0.0016542597187758478,0.0025797092699333165,-0.0009663900208468253,0.00037134134525848057,0.6797221074641463
Biology and other natural sciences,anaerobic,0.0008271298593879239,0.00164016301666383,0.00045812991973711616,-4.2223584435481854e-05,0.9402822486587357
Calculus of variations and optimal control,condition,0.008403361344537815,0.009331280440026509,0.0027087638837351184,0.00023342670401493918,0.3885491302364138
Calculus of variations and optimal control,hamilton_jacobi,0.004201680672268907,0.006049353808088307,-0.000573162748203084,-0.0012104179420112408,2.019601523096964
Combinatorics,combinatoric,0.015469613259668509,0.010380626896419274,0.0038232498472389465,0.004823598478451428,1.58002239448526
Combinatorics,domination,0.0066298342541436465,0.0071320775832188245,-0.004343332252846749,-0.0032353012135395293,1.7109118236142165
Combinatorics,color,0.0066298342541436465,0.006128532374903127,0.0012104995880178803,0.002587115089226116,1.0363587748774286
Combinatorics,matroid,0.0055248618784530384,0.005535933611460168,0.003896589349165086,0.002034628901380813,1.1155250701805655
Combinatorics,polytope,0.0055248618784530384,0.00446435342987953,0.0030087493541881183,0.0003585847853803637,1.1103844016543878
